Title,SJR,H index,IPP,SNIP,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher,Labels
European Journal of Environmental and Civil Engineering,0.566,50,2.461649783,0.852930008,239,715,11908,3083707,1719,0.070971495,0.234965035,691,2.32,49.82,18,Taylor and Francis Ltd.,1
Fire,0.566,35,2.970108696,0.957547629,472,378,25756,2671283,1220,0.231147541,0.14021164,366,3.21,54.57,8,Multidisciplinary Digital Publishing Institute (MDPI),0
Glass Structures and Engineering,0.566,21,1.882352941,1.111063791,34,94,822,458944,160,0.11875,0.382978723,83,1.52,24.18,10,Springer International Publishing AG,1
International Journal of Environmental Health Research,0.566,65,3.130890052,0.830259559,90,382,4127,1555410,1255,0.015139442,0.235602094,381,3.01,45.86,35,Taylor and Francis Ltd.,1
Journal of Neuro-Ophthalmology,0.566,74,1.438247012,0.749544666,244,671,3061,3117681,845,0.086390533,0.557377049,527,1.03,12.55,32,Lippincott Williams and Wilkins Ltd.,1
Journal of the American Association for Laboratory Animal Science,0.566,70,1.644859813,0.801374882,76,241,2860,1159571,463,0.179265659,0.336099585,235,1.43,37.63,19,American Association for Laboratory Animal Science,1
Polar Biology,0.566,92,1.67223382,0.614478572,94,484,6119,2418219,821,0.056029233,0.318181818,478,1.44,65.1,44,Springer Science and Business Media Deutschland GmbH,1
Acta Cytologica,0.565,67,1.857142857,0.931020547,73,203,2057,1025305,383,0.08616188,0.36453202,189,1.62,28.18,66,S. Karger AG,1
African Journal of Aquatic Science,0.565,39,1.967479675,0.688878218,37,138,2204,629659,263,0.057034221,0.34057971,123,1.26,59.57,25,Taylor and Francis Ltd.,1
Annals of Thoracic Medicine,0.565,47,1.952830189,0.602008099,30,121,1018,569180,238,0.021008403,0.371900826,106,2.11,33.93,20,Wolters Kluwer Medknow Publications,1
Australian Zoologist,0.565,35,1.458333333,0.632461047,41,138,1951,577841,196,0.117346939,0.420289855,127,1.4,47.59,42,Royal Zoological Society of New South Wales,1
Chinese Management Studies,0.565,40,2.944444444,0.745345052,64,165,4740,798745,425,0.051764706,0.242424242,162,2.5,74.06,19,Emerald Group Publishing Ltd.,1
Environmental Values,0.565,60,1.804347826,0.99508524,37,113,2066,575935,224,0.258928571,0.327433628,96,1.9,55.84,31,SAGE Publications Ltd,1
"History, Archeology and Ethnography of the Caucasus",0.565,4,0.212121212,1.003190208,69,165,1644,366836,37,0.459459459,0.824242424,165,0.24,23.83,6,Daghestan Federal Research Centre of Russian Academy of Sciences (RAS),1
Infrared Physics and Technology,0.565,92,3.419965577,1.042753531,441,1166,16850,5837689,4148,0.104628737,0.159519726,1162,3.47,38.21,32,Elsevier B.V.,1
International Journal of Osteoarchaeology,0.565,74,1.297385621,0.813621622,95,315,5383,1574574,460,0.084782609,0.333333333,307,1.4,56.66,35,John Wiley and Sons Ltd,1
"Journal of Intellectual Property, Information Technology and E-Commerce Law",0.565,12,0.69047619,0.800453009,41,93,4032,386480,95,0.094736842,0.408602151,85,1.02,98.34,6,Digital Peer Publishing Licenses,1
Journal of Paleolimnology,0.565,94,1.707482993,0.57226624,39,150,2744,755154,277,0.083032491,0.3,147,1.68,70.36,38,Springer Science and Business Media B.V.,1
Journal of Research in Special Educational Needs,0.565,41,1.978494624,0.970142676,31,94,1662,475281,192,0.010416667,0.361702128,93,1.53,53.61,19,John Wiley and Sons Inc,1
Materials,0.565,191,3.43576412,0.979161075,7683,22729,390010,105106437,81255,0.095637192,0.16696731,22502,3.32,50.76,18,Multidisciplinary Digital Publishing Institute (MDPI),0
Research in Mathematics Education,0.565,28,1.627118644,1.374158299,31,62,1617,352942,86,0.081395349,0.5,54,1.59,52.16,27,Routledge,1
Tobacco Prevention and Cessation,0.565,20,1.475903614,0.62602837,151,186,1017,753024,264,0.011363636,0.403225806,169,1.32,6.74,11,European Publishing,1
Agricultural Finance Review,0.564,37,2.351145038,1.004402581,43,134,2336,643028,314,0.117834395,0.28358209,131,1.73,54.33,27,Emerald Publishing,1
Annual Plant Reviews Online,0.564,20,1.642857143,0.450485381,3,56,383,123219,100,0.01,0.375,56,1.54,127.67,7,John Wiley and Sons Inc,0
"Arctic, Antarctic, and Alpine Research",0.564,88,1.634615385,0.552955515,34,114,2471,568773,187,0.037433155,0.315789474,104,1.31,72.68,29,Taylor and Francis Ltd.,1
Bulletin of Mathematical Sciences,0.564,24,1.04,1.013672208,21,50,844,290394,46,0.02173913,0.48,50,0.85,40.19,15,World Scientific,1
Deviant Behavior,0.564,69,2.098684211,1.036393385,107,308,7951,1592654,647,0.094281298,0.314935065,307,2.19,74.31,47,Taylor and Francis Ltd.,1
Drugs - Real World Outcomes,0.564,24,2.194630872,0.748989255,61,152,2163,695879,341,0.035190616,0.289473684,150,2.2,35.46,12,Springer International Publishing AG,1
Evidence-Based Nursing,0.564,36,0.830007474,0.715321799,150,382,784,1889210,193,0.010362694,0.827225131,39,0.35,5.23,28,BMJ Publishing Group,1
Frontiers in Built Environment,0.564,43,2.750392465,1.054496807,235,688,12330,3184951,2023,0.042511122,0.263081395,640,2.46,52.47,11,Frontiers Media SA,1
Health Care for Women International,0.564,63,1.788321168,0.73646959,111,290,4503,1417385,486,0.04526749,0.410344828,261,1.38,40.57,42,Taylor and Francis Ltd.,1
International Journal of Computational Intelligence Systems,0.564,59,2.851441242,0.894572768,177,454,7728,2132624,1451,0.026188835,0.27092511,451,3.14,43.66,18,Springer International Publishing AG,1
Journal of Applied Research in Higher Education,0.564,30,2.977272727,1.076198873,108,265,6800,1226412,816,0.058823529,0.203773585,264,2.69,62.96,17,Emerald Group Publishing Ltd.,1
Journal of Evidence-Based Integrative Medicine,0.564,58,3.152777778,0.771155927,16,74,1179,336701,258,0.003875969,0.175675676,72,3.04,73.69,8,SAGE Publications Ltd,1
Journal of Geriatric Physical Therapy,0.564,53,1.783018868,0.731361194,25,126,915,756985,197,0.020304569,0.412698413,112,1.25,36.6,21,Lippincott Williams and Wilkins Ltd.,1
Journal of Housing and the Built Environment,0.564,60,2.39748954,1.119466812,93,248,5849,1194972,583,0.090909091,0.241935484,246,2.07,62.89,29,Springer Netherlands,1
Journal of Oral Biosciences,0.564,29,2.592592593,0.893680014,51,166,1973,710194,479,0.077244259,0.259036145,163,2.93,38.69,22,Japanese Association for Oral Biology,1
Journal of Thermal Stresses,0.564,74,3.087557604,1.090311804,70,221,2861,1198166,622,0.053054662,0.262443439,218,2.51,40.87,48,Taylor and Francis Ltd.,1
Journal of Toxicology,0.564,50,3.444444444,1.035595156,26,101,1180,463368,375,0.005333333,0.237623762,101,3.82,45.38,15,John Wiley and Sons Ltd,1
Marine Geodesy,0.564,58,2.253164557,1.055464223,27,82,986,394695,196,0.040816327,0.195121951,79,2.27,36.52,48,Taylor and Francis Ltd.,1
Political Quarterly,0.564,53,1.782608696,1.285668071,73,266,0,1381078,574,0,0.409774436,246,1.37,0,95,Wiley-Blackwell Publishing Ltd,1
3 Biotech,0.563,90,3.122681883,0.751398774,419,1399,28208,6757281,4915,0.018107833,0.1922802,1399,3.13,67.32,15,Springer Science and Business Media Deutschland GmbH,1
Archives of Insect Biochemistry and Physiology,0.563,74,2.178438662,0.631219018,94,277,4807,1332647,620,0.032258065,0.252707581,270,1.83,51.14,43,John Wiley and Sons Ltd,1
Digital Creativity,0.563,31,1.516129032,0.759414624,20,64,1163,279721,122,0.032786885,0.40625,62,1.8,58.15,21,Taylor and Francis Ltd.,1
Fusion Engineering and Design,0.563,95,1.875682232,1.121037201,625,1655,13880,9706297,3159,0.285533397,0.312386707,1648,2,22.21,40,Elsevier B.V.,1
Gastroenterology Research and Practice,0.563,66,1.987212276,0.747713951,33,400,1211,1891051,840,0.003571429,0.28,398,2.1,36.7,16,John Wiley and Sons Ltd,1
IEEE Journal of Quantum Electronics,0.563,137,1.98490566,0.893261036,83,270,2617,1309417,603,0.043117745,0.307407407,266,2.26,31.53,61,Institute of Electrical and Electronics Engineers Inc.,1
Industrial Health,0.563,76,1.813333333,0.785256459,49,170,1585,896537,298,0.016778523,0.329411765,152,1.66,32.35,63,National Institute of Industrial Health,1
Journal of Cutaneous Pathology,0.563,89,1.489164087,0.839136526,193,692,4199,3173135,1067,0.071227741,0.419075145,642,1.56,21.76,52,Wiley-Blackwell Publishing Ltd,1
Journal of Elasticity,0.563,73,1.910994764,1.208729036,70,180,2289,927797,337,0.065281899,0.361111111,173,1.95,32.7,55,Springer Netherlands,1
Journal of Intervention and Statebuilding,0.563,28,1.958333333,1.677753451,33,107,2312,527820,261,0.130268199,0.289719626,96,2.16,70.06,12,Routledge,1
Journal of Pediatric Ophthalmology and Strabismus,0.563,55,1.334841629,0.841773474,114,297,1770,1470641,305,0.104918033,0.565656566,228,0.89,15.53,48,Slack Incorporated,1
Journal of Quantitative Analysis in Sports,0.563,26,1.59375,1.060016626,20,66,688,311809,98,0.153061224,0.393939394,65,1.15,34.4,15,Walter de Gruyter GmbH,1
Journal of Tropical Medicine,0.563,42,2.352657005,0.907759273,53,208,2099,899784,518,0.023166023,0.245192308,208,2.21,39.6,15,John Wiley and Sons Ltd,1
Journal of Vibration and Acoustics,0.563,99,1.971119134,0.787877592,55,278,2095,1402777,567,0.038800705,0.287769784,276,2.07,38.09,42,The American Society of Mechanical Engineers(ASME),1
Neotropical Ichthyology,0.563,52,1.665024631,0.742468757,57,203,3401,925934,365,0.126027397,0.270935961,203,1.92,59.67,20,Sociedade Brasileira de Ictiologia,1
Nursing Research and Practice,0.563,10,2.25,0.781065054,17,44,755,141811,101,0,0.25,44,2.48,44.41,5,John Wiley and Sons Ltd,1
Parasitology Research,0.563,114,1.937068966,0.773636713,309,1178,15008,5658912,2367,0.050274609,0.280135823,1161,1.94,48.57,39,Springer Science and Business Media Deutschland GmbH,1
Pharmacogenetics and Genomics,0.563,154,2.021052632,0.612748766,25,97,907,454335,211,0.033175355,0.268041237,95,1.93,36.28,21,Lippincott Williams and Wilkins,1
Polar Research,0.563,62,1.888888889,0.61974328,21,83,977,427379,168,0.029761905,0.313253012,81,1.86,46.52,43,Norwegian Polar Institute,1
Service Oriented Computing and Applications,0.563,33,1.557377049,0.736289058,22,71,738,346704,122,0.073770492,0.352112676,61,1.85,33.55,18,Springer London,1
Wetlands,0.563,104,1.987261146,0.698750784,104,472,8624,2137990,950,0.050526316,0.254237288,472,1.91,82.92,45,Springer Science and Business Media B.V.,1
Acta Arithmetica,0.562,47,0.508650519,0.857758128,88,290,1804,1449221,148,0.087837838,0.648275862,290,0.5,20.5,29,Instytut Matematyczny,1
Adaptive Behavior,0.562,60,1.933884298,0.86646842,43,149,2728,640751,260,0.038461538,0.463087248,118,1.71,63.44,34,SAGE Publications Ltd,1
American Journal on Intellectual and Developmental Disabilities,0.562,99,2.257142857,1.026471084,39,127,1612,659989,244,0.020491803,0.409448819,122,1.99,41.33,17,American Association on Intellectual and Developmental Disabilities,1
Anticancer Research,0.562,142,1.804189435,0.558272038,640,2209,20518,11320384,4205,0.098216409,0.287460389,2206,1.64,32.06,45,International Institute of Anticancer Research,1
Aquatic Ecology,0.562,72,2.08203125,0.785355802,62,258,4032,1125533,527,0.013282732,0.213178295,256,1.77,65.03,30,Springer Science and Business Media B.V.,1
Archives of Oral Biology,0.562,109,2.517699115,0.816454772,155,683,7751,3328259,1727,0.024898668,0.199121523,683,2.35,50.01,67,Elsevier Ltd,1
Biomimetics,0.562,39,3.902116402,0.921641406,620,386,37616,3250932,1641,0.107251676,0.17357513,378,3.77,60.67,10,Multidisciplinary Digital Publishing Institute (MDPI),0
Frontiers in Insect Science,0.562,12,1.746835443,0.751820666,82,82,4606,245474,172,0.075581395,0.317073171,80,2.1,56.17,5,Frontiers Media SA,1
Health Psychology Research,0.562,17,1.92481203,0.601531889,38,135,1330,496839,276,0.032608696,0.296296296,134,1.83,35,7,Open Medical Publishing,1
IEEE Sensors Letters,0.562,42,2.19047619,0.727074402,425,493,7782,2755726,1370,0.055474453,0.249492901,493,2.53,18.31,9,Institute of Electrical and Electronics Engineers Inc.,1
"IEEE Transactions on Components, Packaging and Manufacturing Technology",0.562,119,2.255988024,1.118669765,219,682,7061,3480898,1893,0.098256735,0.249266862,677,2.88,32.24,15,Institute of Electrical and Electronics Engineers Inc.,1
Insectes Sociaux,0.562,70,1.480916031,0.85056975,51,147,2665,796624,204,0.078431373,0.421768707,131,1.44,52.25,72,Springer Science and Business Media Deutschland GmbH,1
International Journal of Intelligent Computing and Cybernetics,0.562,27,3.074468085,0.752208547,36,94,1787,442157,331,0.129909366,0.138297872,94,3.38,49.64,18,Emerald Group Publishing Ltd.,1
Issues in Mental Health Nursing,0.562,74,1.84556962,0.651447888,149,446,6631,2186424,747,0.081659973,0.419282511,400,1.53,44.5,47,Informa Healthcare,1
JDDG - Journal of the German Society of Dermatology,0.562,77,1.993697479,0.896037681,396,1212,9482,5742640,1540,0.275974026,0.602310231,577,1.29,23.94,23,Wiley-Blackwell Publishing Ltd,1
"Journal of Economics, Finance and Administrative Science",0.562,29,3.785714286,1.666425883,25,76,1352,353656,264,0.162878788,0.302631579,70,2.33,54.08,14,ESAN University,1
Journal of the Society for Cardiovascular Angiography and Interventions,0.562,15,1.4,0.608639183,204,148,5986,610691,202,0.103960396,0.52027027,119,1.36,29.34,4,Elsevier B.V.,1
Mammalian Biology,0.562,56,1.760655738,0.789449423,51,308,3618,1462182,564,0.033687943,0.305194805,305,1.75,70.94,25,Springer Science and Business Media Deutschland GmbH,1
Parasitology International,0.562,71,1.68952381,0.743914407,95,537,4609,2316635,948,0.046413502,0.297951583,526,1.7,48.52,29,Elsevier Ireland Ltd,1
Pediatric Dermatology,0.562,86,1.382352941,0.868117666,276,1061,3843,4904988,1337,0.049364248,0.521206409,869,1.2,13.92,43,John Wiley and Sons Inc,1
Plasma Processes and Polymers,0.562,94,3.291553134,0.866799587,112,375,6048,1776632,1239,0.12267958,0.16,367,3.44,54,22,Wiley-VCH Verlag,1
Rationality and Society,0.562,54,1.173076923,0.644679035,19,53,1183,260340,60,0.166666667,0.452830189,52,1.03,62.26,37,SAGE Publications Ltd,1
Rehabilitation Counseling Bulletin,0.562,48,1.734939759,0.878875759,29,76,1305,359758,132,0.143939394,0.342105263,75,1.94,45,32,SAGE Publications Inc.,1
"Vestnik Archeologii, Antropologii i Etnografii",0.562,7,0.36199095,0.890737512,74,221,2445,803191,101,0.277227723,0.687782805,221,0.45,33.04,6,Tyumen Scientific Centre of Siberian Branch of the Russian Academy of Sciences,1
AAPS PharmSciTech,0.561,123,3.701067616,0.838249211,244,853,14872,4287697,3171,0.036896878,0.165298945,845,3.5,60.95,26,Springer International Publishing AG,1
Asian Population Studies,0.561,30,1.979591837,1.347150357,19,56,959,287984,106,0.132075472,0.25,49,1.82,50.47,20,Routledge,1
Clinical Respiratory Journal,0.561,49,1.949494949,0.667953301,148,420,4312,2038602,859,0.023282887,0.316666667,396,2.13,29.14,19,Wiley-Blackwell Publishing Ltd,1
Earth Science Informatics,0.561,44,3.11663067,0.900753586,252,463,13171,2254508,1530,0.055555556,0.233261339,463,3.27,52.27,17,Springer Verlag,1
Enterprise and Society,0.561,33,0.739583333,1.386829047,50,102,3822,541559,80,0.2,0.529411765,97,0.64,76.44,26,Cambridge University Press,1
European Politics and Society,0.561,34,1.7109375,1.153502087,41,129,2612,610894,261,0.038314176,0.341085271,125,1.83,63.71,12,Taylor and Francis Ltd.,1
First Language,0.561,53,1.383458647,0.777848881,30,136,1679,602951,216,0.032407407,0.5,133,1.5,55.97,45,SAGE Publications Ltd,1
Future Medicinal Chemistry,0.561,98,2.81773399,0.598526448,149,457,8485,2547656,1345,0.032713755,0.264770241,408,2.56,56.95,17,Taylor and Francis Ltd.,1
German Politics,0.561,27,1.535353535,1.045723089,42,94,2334,524126,169,0.065088757,0.308510638,90,1.52,55.57,20,Frank Cass Publishers,1
Journal of Ecotourism,0.561,50,3.476190476,1.075818854,33,74,2530,398035,225,0.062222222,0.121621622,60,3.06,76.67,24,Taylor and Francis Ltd.,1
Journal of Environmental Law,0.561,41,1.505376344,1.202035933,33,96,3000,454036,178,0.08988764,0.291666667,93,2.04,90.91,36,Oxford University Press,1
Journal of Health Care for the Poor and Underserved,0.561,77,1.204690832,0.479871483,121,528,4370,2287978,645,0.023255814,0.465909091,487,1,36.12,35,Johns Hopkins University Press,1
Journal of Musculoskeletal Neuronal Interactions,0.561,74,2.212435233,0.851585319,51,198,1959,928985,438,0.00456621,0.277777778,195,1.65,38.41,23,International Society of Musculoskeletal and Neuronal Interactions,1
Journal of Public Procurement,0.561,26,3.160714286,1.031690111,18,57,1389,267224,176,0.090909091,0.192982456,56,2.12,77.17,14,Emerald Group Publishing Ltd.,1
Journal of Sexual Aggression,0.561,46,1.862068966,0.86344782,28,83,1973,387182,138,0.072463768,0.253012048,81,1.39,70.46,30,Taylor and Francis Ltd.,1
Nanomanufacturing and Metrology,0.561,23,3.538461538,1.375675719,36,99,1398,340416,296,0.067567568,0.343434343,90,2.64,38.83,7,Springer International Publishing,1
Open Access Journal of Clinical Trials,0.561,16,2,0.302975261,1,15,54,62037,33,0,0.533333333,14,1.11,54,17,Dove Medical Press Ltd.,1
Physiotherapy Theory and Practice,0.561,61,1.839622642,0.824925193,240,606,11290,2886605,1091,0.078826764,0.323432343,602,1.7,47.04,41,Informa Healthcare,1
Studia Logica,0.561,47,0.920289855,1.37268946,34,140,1096,677863,113,0.088495575,0.55,139,0.83,32.24,70,Springer Netherlands,1
Auris Nasus Larynx,0.56,62,1.692783505,1.13459947,142,501,3980,2436099,853,0.043376319,0.351297405,481,1.67,28.03,52,Elsevier Ireland Ltd,1
Canadian Journal of Plant Pathology,0.56,70,2.027932961,0.769826205,41,213,1816,933925,419,0.040572792,0.291079812,179,1.99,44.29,47,Taylor and Francis Ltd.,1
Frontiers in Energy Research,0.56,75,2.781911263,0.683193732,1437,3024,55342,14202336,8859,0.058471611,0.296957672,2905,2.56,38.51,13,Frontiers Media SA,1
Informatica (Netherlands),0.56,49,4.38284671,1.304546656,35,102,2162,492069,343,0.055393586,0.235294118,102,3.38,61.77,35,SAGE Publications Ltd,1
Intercultural Pragmatics,0.56,50,1.454545455,1.182133409,22,66,1438,329033,137,0.218978102,0.287878788,66,2.04,65.36,21,De Gruyter Mouton,1
International Journal of Cardiology: Cardiovascular Risk and Prevention,0.56,15,1.864583333,0.562697785,61,123,1942,312055,214,0,0.430894309,96,1.23,31.84,5,Elsevier B.V.,1
International Journal of Industrial Engineering Computations,0.56,41,3.141509434,1.389259576,50,106,1994,597906,342,0.152046784,0.122641509,106,2.39,39.88,16,Growing Science,1
International Journal of Mathematics,0.56,47,0.671469741,0.89006487,98,351,2459,1665068,212,0.047169811,0.615384615,350,0.53,25.09,30,World Scientific Publishing Co. Pte Ltd,1
Journal of Group Theory,0.56,32,0.5,0.908640225,49,179,1047,887143,87,0.103448276,0.642458101,179,0.49,21.37,28,Walter de Gruyter GmbH,1
Limnology,0.56,46,2.008695652,0.905078426,31,119,1624,538146,233,0.0472103,0.285714286,116,1.94,52.39,26,Springer,1
"Microscopy (Oxford, England)",0.56,61,1.578313253,0.586794925,57,170,2796,839081,287,0.104529617,0.376470588,166,1.72,49.05,60,Oxford University Press,1
Musculoskeletal Care,0.56,38,2.009345794,0.722532076,163,215,6534,1286616,437,0.068649886,0.339534884,214,1.78,40.09,21,Wiley-Blackwell,1
New Generation Computing,0.56,35,2.594339623,1.01552137,35,116,1703,498123,339,0.008849558,0.327586207,105,3.36,48.66,43,Springer Japan,1
Polymer Engineering and Science,0.56,128,3.292929293,0.876788415,331,894,16535,4669670,2988,0.157965194,0.178970917,891,3.25,49.95,65,John Wiley and Sons Inc,1
Potato Research,0.56,56,3.404580153,1.44895098,60,132,3113,650141,394,0.045685279,0.227272727,132,2.43,51.88,56,Springer Science and Business Media B.V.,1
Quaternary Science Advances,0.56,17,2.183673469,0.664803702,49,50,4157,212434,128,0.0859375,0.16,49,2.69,84.84,6,Elsevier Ltd,1
Revista de Educacion a Distancia,0.56,18,2.438202247,1.142063332,54,90,2725,473887,236,0.097457627,0.266666667,89,2.44,50.46,8,Universidad de Murcia,1
Water Waves,0.56,5,1.103448276,1.470168487,7,30,297,106228,31,0,0.533333333,29,1.03,42.43,6,Birkhauser Verlag Basel,1
American Journal of Lifestyle Medicine,0.559,62,2.045138889,0.726840466,170,297,7472,1609848,685,0.103649635,0.407407407,264,2.04,43.95,19,SAGE Publications Inc.,1
BMJ Open Quality,0.559,26,1.463286713,0.666364402,253,660,9195,2664661,1034,0.071566731,0.383333333,654,1.38,36.34,8,BMJ Publishing Group,1
Canadian Review of Sociology,0.559,45,1.655172414,0.753220389,48,131,2439,632017,211,0.033175355,0.534351145,120,1.12,50.81,50,John Wiley &amp; Sons Inc.,1
Clean Energy,0.559,27,3.205128205,0.778343118,98,163,5568,900071,575,0.128695652,0.245398773,160,3.59,56.82,9,Oxford University Press,1
Frontiers in Bioscience - Scholar,0.559,61,2.5,0.503521036,17,58,978,264075,158,0,0.25862069,58,2.68,57.53,16,IMR Press Limited,1
Genes and Cancer,0.559,85,2.038461538,0.46231271,6,29,402,162312,55,0,0.206896552,26,1.78,67,16,Impact Journals LLC,0
Gong Cheng Li Xue/Engineering Mechanics,0.559,46,1.720883534,1.05186802,312,996,9231,4884777,1858,0.376749193,0.256024096,996,1.79,29.59,29,Tsinghua University,1
Jiegou Huaxue,0.559,34,2.648648649,0.401925078,0,523,0,2008100,1375,0,0.493307839,518,4.07,0,27,Fujian Institute of Research of the Structure of Matter,1
Journal of Emerging Technologies in Accounting,0.559,31,2.32967033,1.020751549,29,98,1513,437312,291,0.233676976,0.295918367,91,2.14,52.17,16,American Accounting Association,1
Journal of Food Quality,0.559,67,3.100156495,0.885078821,115,644,6299,2600345,2328,0.014604811,0.203416149,642,3.38,54.77,47,John Wiley and Sons Inc,1
Journal of Intellectual Disabilities,0.559,56,2.256578947,1.090163466,89,159,4614,878795,334,0.077844311,0.327044025,151,1.54,51.84,21,SAGE Publications Ltd,1
"Journal of Women, Politics and Policy",0.559,41,1.647887324,0.980343904,35,79,2261,449840,130,0.061538462,0.329113924,72,1.69,64.6,21,Routledge,1
Linguistics,0.559,60,0.95035461,1.503105825,48,142,3305,649183,210,0.00952381,0.35915493,141,1.62,68.85,63,De Gruyter Mouton,1
Review of Contemporary Philosophy,0.559,16,4.342105263,0.675513779,16,38,852,187003,183,0.109289617,0.184210526,38,5.46,53.25,10,Addleton Academic Publishers,1
Thoracic Surgery Clinics,0.559,58,1.333333333,0.353703613,53,169,0,798921,324,0,0.402366864,151,1.2,0,22,W.B. Saunders,1
Yearbook of Medical Informatics,0.559,52,2.507817492,0.944145302,42,129,1844,660080,287,0.104529617,0.356589147,120,1.97,43.9,18,"Thieme Medical Publishers, Inc.",1
Acta Mechanica,0.558,93,2.665856622,0.992408461,332,834,14993,4372258,2083,0.12193951,0.256594724,822,2.35,45.16,61,Springer-Verlag Wien,1
Archives of Physiology and Biochemistry,0.558,62,2.51226158,0.754007577,134,342,7591,1560656,892,0.011210762,0.19005848,340,2.47,56.65,100,Taylor and Francis Ltd.,1
BioTech,0.558,24,2.787878788,0.706997858,66,106,4896,443824,310,0.016129032,0.301886792,100,3,74.18,4,Multidisciplinary Digital Publishing Institute (MDPI),0
Critical Care Research and Practice,0.558,40,1.90647482,0.751532677,26,139,838,553564,295,0.020338983,0.244604317,139,1.98,32.23,13,John Wiley and Sons Ltd,1
Dizhi Xuebao/Acta Geologica Sinica,0.558,31,2.035220126,0.831529968,257,796,18012,1549624,1827,0.077723043,0.336683417,796,2.1,70.09,25,Geological Society of China,1
"Election Law Journal: Rules, Politics, and Policy",0.558,17,1.421052632,1.006394245,22,77,940,378325,111,0.216216216,0.415584416,76,1,42.73,10,Mary Ann Liebert Inc.,1
ES Food and Agroforestry,0.558,20,5.58,0.969101307,20,58,1292,59793,322,0.055900621,0.137931034,50,5.84,64.6,6,Engineered Science Publisher,0
European Journal of Wildlife Research,0.558,62,1.928315412,0.839675811,117,278,6949,1501077,563,0.04973357,0.269784173,278,1.79,59.39,29,Springer Verlag,1
IEEE Photonics Journal,0.558,100,2.131461391,0.819084585,356,1608,11492,7899298,3825,0.032941176,0.240671642,1607,2.38,32.28,17,Institute of Electrical and Electronics Engineers Inc.,1
International Journal of Managerial Finance,0.558,41,3.517857143,1.063677449,50,111,2998,581574,356,0.030898876,0.225225225,110,2.8,59.96,21,Emerald Group Publishing Ltd.,1
Jinshu Xuebao/Acta Metallurgica Sinica,0.558,49,2.836781609,1.161720018,142,435,6802,2118175,1242,0.074879227,0.218390805,435,2.77,47.9,44,Chinese Academy of Sciences,1
Medical Science Educator,0.558,29,1.819875776,0.849437343,227,817,5707,3343374,1382,0.067293777,0.456548348,652,1.7,25.14,15,Springer New York,1
Public Budgeting and Finance,0.558,40,1.278688525,0.825404618,13,64,754,286198,96,0.072916667,0.3125,63,1.3,58,45,Wiley-Blackwell,1
"Signal, Image and Video Processing",0.558,61,2.604545455,0.896578308,487,660,15001,3900958,1973,0.072985302,0.265151515,660,3.23,30.8,19,Springer London,1
ACM Journal of Experimental Algorithmics,0.557,42,1.868478617,0.940152651,18,58,824,304742,87,0.022988506,0.448275862,58,1.3,45.78,28,Association for Computing Machinery,1
American Journal of Health-System Pharmacy,0.557,110,1.896496815,0.904845811,306,1158,4707,5304220,1570,0.094267516,0.54835924,936,1.16,15.38,31,American Society of Health-Systems Pharmacy,1
Applied Organometallic Chemistry,0.557,93,3.723700887,0.784956696,370,1561,24998,7574523,5808,0.08023416,0.134529148,1561,3.69,67.56,39,John Wiley and Sons Ltd,1
BioTechniques,0.557,147,2.18220339,0.663873312,78,306,1878,1536301,637,0.018838305,0.385620915,269,1.54,24.08,42,Taylor and Francis Ltd.,1
Birth Defects Research,0.557,42,2.021021021,0.8128542,146,377,6707,2081971,758,0.065963061,0.374005305,341,1.71,45.94,9,John Wiley and Sons Ltd,1
Clinical Epidemiology and Global Health,0.557,38,2.255524862,0.875726857,221,768,5990,3174123,1851,0.016747704,0.322916667,725,2.55,27.1,13,Elsevier B.V.,1
Food Additives and Contaminants: Part B Surveillance,0.557,46,3.08411215,0.844315227,39,107,1681,575466,341,0.079178886,0.14953271,107,3.1,43.1,18,Taylor and Francis Ltd.,1
Frontiers of Business Research in China,0.557,25,3.641509434,0.990994112,22,56,733,284456,195,0,0.535714286,55,0.97,33.32,18,Higher Education Press Limited Company,1
Helvetica Chimica Acta,0.557,89,1.657608696,0.475608729,117,189,5814,1206696,330,0.027272727,0.349206349,184,1.63,49.69,108,Wiley-Blackwell,1
International Journal of Children's Spirituality,0.557,26,1.138888889,1.071458463,9,42,549,226917,63,0.158730159,0.404761905,36,1.63,61,30,Routledge,1
Journal of Applied Polymer Science,0.557,200,3.040253774,0.707276191,1381,4574,67113,21271390,14249,0.074812268,0.168561434,4570,2.93,48.6,67,John Wiley &amp; Sons Inc.,1
Journal of Chemical Thermodynamics,0.557,110,2.287709497,0.880716573,161,722,8085,4023899,1630,0.139263804,0.257617729,720,2.31,50.22,57,Academic Press,1
Journal of Orthopaedic Surgery,0.557,51,1.643497758,0.790596993,96,483,3077,2424999,782,0.010230179,0.358178054,455,1.36,32.05,33,SAGE Publications Inc.,1
Journal of Politics in Latin America,0.557,17,1.5,1.15540736,15,52,982,216152,79,0.063291139,0.365384615,49,1.69,65.47,11,SAGE Publications Inc.,1
Livestock Science,0.557,133,2.04616999,0.768596326,153,953,7228,4187414,2082,0.028818444,0.261280168,953,2.05,47.24,20,Elsevier B.V.,1
